,time,protocol,src_ip,dst_ip,src_port,dst_port,length,payload_size,query_name,spotify_or_not,interarrival_time
128,2024-02-29 21:40:13.920828104,17.0,192.168.1.46,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:00.206870079
130,2024-02-29 21:40:15.674806118,17.0,192.168.1.231,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:01.753978014
134,2024-02-29 21:40:15.763906002,17.0,192.168.1.46,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:00.089099884
137,2024-02-29 21:40:17.860872030,17.0,192.168.1.231,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:02.096966028
140,2024-02-29 21:40:18.016371012,17.0,192.168.1.46,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:00.155498982
143,2024-02-29 21:40:19.674782991,17.0,192.168.1.231,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:01.658411979
145,2024-02-29 21:40:19.859639883,17.0,192.168.1.46,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:00.184856892
150,2024-02-29 21:40:21.675024986,17.0,192.168.1.231,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:01.815385103
152,2024-02-29 21:40:21.805406094,17.0,192.168.1.46,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:00.130381108
156,2024-02-29 21:40:22.690298080,17.0,192.168.1.231,224.0.0.251,5353.0,5353.0,68.0,40.0,_googlecast._tcp.local.,0,0 days 00:00:00.884891986
158,2024-02-29 21:40:22.730417967,17.0,192.168.1.46,224.0.0.251,5353.0,5353.0,68.0,40.0,_googlecast._tcp.local.,0,0 days 00:00:00.040119887
160,2024-02-29 21:40:23.674592972,17.0,192.168.1.231,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:00.944175005
162,2024-02-29 21:40:23.754357100,17.0,192.168.1.46,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:00.079764128
166,2024-02-29 21:40:25.673976898,17.0,192.168.1.231,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:01.919619798
168,2024-02-29 21:40:25.801789045,17.0,192.168.1.46,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:00.127812147
172,2024-02-29 21:40:27.674453974,17.0,192.168.1.231,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:01.872664929
174,2024-02-29 21:40:27.850276947,17.0,192.168.1.46,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:00.175822973
180,2024-02-29 21:40:29.674324036,17.0,192.168.1.231,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:01.824047089
182,2024-02-29 21:40:29.690002918,17.0,192.168.1.46,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:00.015678882
186,2024-02-29 21:40:31.674330950,17.0,192.168.1.231,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:01.984328032
188,2024-02-29 21:40:31.738188028,17.0,192.168.1.46,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:00.063857078
192,2024-02-29 21:40:33.674874067,17.0,192.168.1.231,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:01.936686039
194,2024-02-29 21:40:33.785873890,17.0,192.168.1.46,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:00.110999823
200,2024-02-29 21:40:35.673850060,17.0,192.168.1.231,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:01.887976170
202,2024-02-29 21:40:35.834537983,17.0,192.168.1.46,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:00.160687923
206,2024-02-29 21:40:37.674679041,17.0,192.168.1.231,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:01.840141058
209,2024-02-29 21:40:37.882641077,17.0,192.168.1.46,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:00.207962036
212,2024-02-29 21:40:39.674741983,17.0,192.168.1.231,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:01.792100906
216,2024-02-29 21:40:39.725263119,17.0,192.168.1.46,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:00.050521136
218,2024-02-29 21:40:39.774660110,17.0,192.168.1.231,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:00.049396991
221,2024-02-29 21:40:39.929915905,17.0,192.168.1.46,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:00.155255795
231,2024-02-29 21:40:52.223350048,17.0,192.168.1.53,224.0.0.251,5353.0,5353.0,179.0,151.0,_companion-link._tcp.local.,0,0 days 00:00:12.293434143
246,2024-02-29 21:41:43.852241039,17.0,192.168.1.231,224.0.0.251,5353.0,5353.0,68.0,40.0,_googlecast._tcp.local.,0,0 days 00:00:51.628890991
249,2024-02-29 21:41:44.032506943,17.0,192.168.1.46,224.0.0.251,5353.0,5353.0,68.0,40.0,_googlecast._tcp.local.,0,0 days 00:00:00.180265904
268,2024-02-29 21:42:24.788337946,17.0,192.168.1.53,224.0.0.251,5353.0,5353.0,110.0,82.0,_companion-link._tcp.local.,0,0 days 00:00:40.755831003
271,2024-02-29 21:42:25.812155008,17.0,192.168.1.53,224.0.0.251,5353.0,5353.0,129.0,101.0,_companion-link._tcp.local.,0,0 days 00:00:01.023817062
272,2024-02-29 21:42:25.908669949,17.0,192.168.1.231,224.0.0.251,5353.0,5353.0,537.0,509.0,,0,0 days 00:00:00.096514941
274,2024-02-29 21:42:28.883619070,17.0,192.168.1.53,224.0.0.251,5353.0,5353.0,179.0,151.0,_companion-link._tcp.local.,0,0 days 00:00:02.974949121
278,2024-02-29 21:42:30.521778107,17.0,192.168.1.53,224.0.0.251,5353.0,5353.0,77.0,49.0,_airplay._tcp.local.,0,0 days 00:00:01.638159037
289,2024-02-29 21:42:31.955593109,17.0,192.168.1.53,224.0.0.251,5353.0,5353.0,89.0,61.0,_googlecast._tcp.local.,0,0 days 00:00:01.433815002
299,2024-02-29 21:42:37.898242950,17.0,192.168.1.53,224.0.0.251,5353.0,5353.0,179.0,151.0,_companion-link._tcp.local.,0,0 days 00:00:05.942649841
301,2024-02-29 21:42:39.775126934,17.0,192.168.1.231,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:01.876883984
303,2024-02-29 21:42:39.945914984,17.0,192.168.1.46,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:00.170788050
314,2024-02-29 21:43:01.856215954,17.0,192.168.1.53,224.0.0.251,5353.0,5353.0,89.0,61.0,_googlecast._tcp.local.,0,0 days 00:00:21.910300970
315,2024-02-29 21:43:02.982887983,17.0,192.168.1.53,224.0.0.251,5353.0,5353.0,89.0,61.0,_googlecast._tcp.local.,0,0 days 00:00:01.126672029
316,2024-02-29 21:43:05.030821085,17.0,192.168.1.53,224.0.0.251,5353.0,5353.0,179.0,151.0,_companion-link._tcp.local.,0,0 days 00:00:02.047933102
369,2024-02-29 21:44:26.234081030,17.0,192.168.1.53,224.0.0.251,5353.0,5353.0,179.0,151.0,_companion-link._tcp.local.,0,0 days 00:01:21.203259945
429,2024-02-29 21:44:39.774177074,17.0,192.168.1.231,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:13.540096044
431,2024-02-29 21:44:39.954694986,17.0,192.168.1.46,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:00.180517912
492,2024-02-29 21:45:47.337783098,17.0,192.168.1.231,224.0.0.251,5353.0,5353.0,68.0,40.0,_googlecast._tcp.local.,0,0 days 00:01:07.383088112
495,2024-02-29 21:45:47.539151907,17.0,192.168.1.46,224.0.0.251,5353.0,5353.0,68.0,40.0,_googlecast._tcp.local.,0,0 days 00:00:00.201368809
502,2024-02-29 21:46:03.707139015,17.0,192.168.1.231,224.0.0.251,5353.0,5353.0,470.0,442.0,lb._dns-sd._udp.local.,0,0 days 00:00:16.167987108
505,2024-02-29 21:46:03.719157934,17.0,192.168.1.46,224.0.0.251,5353.0,5353.0,470.0,442.0,lb._dns-sd._udp.local.,0,0 days 00:00:00.012018919
507,2024-02-29 21:46:39.772917032,17.0,192.168.1.231,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:36.053759098
509,2024-02-29 21:46:39.865269899,17.0,192.168.1.46,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:00.092352867
538,2024-02-29 21:47:38.233066082,17.0,192.168.1.119,224.0.0.251,5353.0,5353.0,233.0,205.0,,0,0 days 00:00:58.367796183
539,2024-02-29 21:47:39.257066964,17.0,192.168.1.119,224.0.0.251,5353.0,5353.0,233.0,205.0,,0,0 days 00:00:01.024000882
540,2024-02-29 21:47:41.100336075,17.0,192.168.1.119,224.0.0.251,5353.0,5353.0,233.0,205.0,,0,0 days 00:00:01.843269111
550,2024-02-29 21:47:45.196635962,17.0,192.168.1.119,224.0.0.251,5353.0,5353.0,233.0,205.0,,0,0 days 00:00:04.096299887
563,2024-02-29 21:48:29.637420893,17.0,192.168.1.53,224.0.0.251,5353.0,5353.0,69.0,41.0,_sleep-proxy._udp.local.,0,0 days 00:00:44.440784931
571,2024-02-29 21:48:39.773811102,17.0,192.168.1.231,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:10.136390209
573,2024-02-29 21:48:39.980035067,17.0,192.168.1.46,224.0.0.251,5353.0,5353.0,73.0,45.0,_spotify-connect._tcp.local.,1,0 days 00:00:00.206223965
2,2024-02-29 21:39:42.532943964,17.0,192.168.1.231,239.255.255.250,63767.0,1900.0,199.0,171.0,,0,
3,2024-02-29 21:39:42.586591005,17.0,192.168.1.46,239.255.255.250,50676.0,1900.0,199.0,171.0,,0,0 days 00:00:00.053647041
7,2024-02-29 21:39:42.661792994,17.0,192.168.1.231,239.255.255.250,55760.0,1900.0,153.0,125.0,,0,0 days 00:00:00.075201989
13,2024-02-29 21:39:43.534967898,17.0,192.168.1.231,239.255.255.250,63767.0,1900.0,199.0,171.0,,0,0 days 00:00:00.873174904
14,2024-02-29 21:39:43.574816942,17.0,192.168.1.231,239.255.255.250,55760.0,1900.0,153.0,125.0,,0,0 days 00:00:00.039849044
17,2024-02-29 21:39:43.610879898,17.0,192.168.1.46,239.255.255.250,50676.0,1900.0,199.0,171.0,,0,0 days 00:00:00.036062956
18,2024-02-29 21:39:43.611242056,17.0,192.168.1.46,239.255.255.250,62855.0,1900.0,153.0,125.0,,0,0 days 00:00:00.000362158
24,2024-02-29 21:39:44.540028095,17.0,192.168.1.231,239.255.255.250,63767.0,1900.0,199.0,171.0,,0,0 days 00:00:00.928786039
25,2024-02-29 21:39:44.634676933,17.0,192.168.1.46,239.255.255.250,50676.0,1900.0,199.0,171.0,,0,0 days 00:00:00.094648838
32,2024-02-29 21:39:45.541821957,17.0,192.168.1.231,239.255.255.250,63767.0,1900.0,199.0,171.0,,0,0 days 00:00:00.907145024
33,2024-02-29 21:39:45.575495958,17.0,192.168.1.231,239.255.255.250,55760.0,1900.0,153.0,125.0,,0,0 days 00:00:00.033674001
34,2024-02-29 21:39:45.658804893,17.0,192.168.1.46,239.255.255.250,62855.0,1900.0,153.0,125.0,,0,0 days 00:00:00.083308935
46,2024-02-29 21:39:47.576945066,17.0,192.168.1.231,239.255.255.250,55760.0,1900.0,153.0,125.0,,0,0 days 00:00:01.918140173
49,2024-02-29 21:39:47.708071947,17.0,192.168.1.46,239.255.255.250,62855.0,1900.0,153.0,125.0,,0,0 days 00:00:00.131126881
52,2024-02-29 21:39:49.577984095,17.0,192.168.1.231,239.255.255.250,55760.0,1900.0,153.0,125.0,,0,0 days 00:00:01.869912148
55,2024-02-29 21:39:49.754228115,17.0,192.168.1.46,239.255.255.250,62855.0,1900.0,153.0,125.0,,0,0 days 00:00:00.176244020
60,2024-02-29 21:39:51.578627110,17.0,192.168.1.231,239.255.255.250,55760.0,1900.0,153.0,125.0,,0,0 days 00:00:01.824398995
65,2024-02-29 21:39:53.579569101,17.0,192.168.1.231,239.255.255.250,55760.0,1900.0,153.0,125.0,,0,0 days 00:00:02.000941991
66,2024-02-29 21:39:53.645711899,17.0,192.168.1.46,239.255.255.250,62855.0,1900.0,153.0,125.0,,0,0 days 00:00:00.066142798
69,2024-02-29 21:39:55.580235958,17.0,192.168.1.231,239.255.255.250,55760.0,1900.0,153.0,125.0,,0,0 days 00:00:01.934524059
74,2024-02-29 21:39:55.693506002,17.0,192.168.1.46,239.255.255.250,62855.0,1900.0,153.0,125.0,,0,0 days 00:00:00.113270044
79,2024-02-29 21:39:57.582338095,17.0,192.168.1.231,239.255.255.250,55760.0,1900.0,153.0,125.0,,0,0 days 00:00:01.888832093
84,2024-02-29 21:39:59.582138062,17.0,192.168.1.231,239.255.255.250,55760.0,1900.0,153.0,125.0,,0,0 days 00:00:01.999799967
88,2024-02-29 21:40:01.583024979,17.0,192.168.1.231,239.255.255.250,55760.0,1900.0,153.0,125.0,,0,0 days 00:00:02.000886917
89,2024-02-29 21:40:01.632535934,17.0,192.168.1.46,239.255.255.250,62855.0,1900.0,153.0,125.0,,0,0 days 00:00:00.049510955
94,2024-02-29 21:40:03.584120035,17.0,192.168.1.231,239.255.255.250,55760.0,1900.0,153.0,125.0,,0,0 days 00:00:01.951584101
97,2024-02-29 21:40:03.680565119,17.0,192.168.1.46,239.255.255.250,62855.0,1900.0,153.0,125.0,,0,0 days 00:00:00.096445084
100,2024-02-29 21:40:05.584247112,17.0,192.168.1.231,239.255.255.250,55760.0,1900.0,153.0,125.0,,0,0 days 00:00:01.903681993
103,2024-02-29 21:40:05.728866100,17.0,192.168.1.46,239.255.255.250,62855.0,1900.0,153.0,125.0,,0,0 days 00:00:00.144618988
106,2024-02-29 21:40:07.585556984,17.0,192.168.1.231,239.255.255.250,55760.0,1900.0,153.0,125.0,,0,0 days 00:00:01.856690884
109,2024-02-29 21:40:07.778249025,17.0,192.168.1.46,239.255.255.250,62855.0,1900.0,153.0,125.0,,0,0 days 00:00:00.192692041
112,2024-02-29 21:40:09.586208105,17.0,192.168.1.231,239.255.255.250,55760.0,1900.0,153.0,125.0,,0,0 days 00:00:01.807959080
113,2024-02-29 21:40:09.619924068,17.0,192.168.1.46,239.255.255.250,62855.0,1900.0,153.0,125.0,,0,0 days 00:00:00.033715963
118,2024-02-29 21:40:11.587363005,17.0,192.168.1.231,239.255.255.250,55760.0,1900.0,153.0,125.0,,0,0 days 00:00:01.967438937
119,2024-02-29 21:40:11.667958021,17.0,192.168.1.46,239.255.255.250,62855.0,1900.0,153.0,125.0,,0,0 days 00:00:00.080595016
124,2024-02-29 21:40:13.713929892,17.0,192.168.1.231,239.255.255.250,55760.0,1900.0,153.0,125.0,,0,0 days 00:00:02.045971871
127,2024-02-29 21:40:13.920826912,17.0,192.168.1.46,239.255.255.250,62855.0,1900.0,153.0,125.0,,0,0 days 00:00:00.206897020
132,2024-02-29 21:40:15.715883970,17.0,192.168.1.231,239.255.255.250,55760.0,1900.0,153.0,125.0,,0,0 days 00:00:01.795057058
136,2024-02-29 21:40:15.765536070,17.0,192.168.1.46,239.255.255.250,62855.0,1900.0,153.0,125.0,,0,0 days 00:00:00.049652100
139,2024-02-29 21:40:17.861263990,17.0,192.168.1.231,239.255.255.250,55760.0,1900.0,153.0,125.0,,0,0 days 00:00:02.095727920
142,2024-02-29 21:40:18.017183065,17.0,192.168.1.46,239.255.255.250,62855.0,1900.0,153.0,125.0,,0,0 days 00:00:00.155919075
147,2024-02-29 21:40:19.862736940,17.0,192.168.1.231,239.255.255.250,55760.0,1900.0,153.0,125.0,,0,0 days 00:00:01.845553875
148,2024-02-29 21:40:20.064651966,17.0,192.168.1.46,239.255.255.250,62855.0,1900.0,153.0,125.0,,0,0 days 00:00:00.201915026
154,2024-02-29 21:40:21.863272905,17.0,192.168.1.231,239.255.255.250,55760.0,1900.0,153.0,125.0,,0,0 days 00:00:01.798620939
155,2024-02-29 21:40:21.907908916,17.0,192.168.1.46,239.255.255.250,62855.0,1900.0,153.0,125.0,,0,0 days 00:00:00.044636011
164,2024-02-29 21:40:23.864770889,17.0,192.168.1.231,239.255.255.250,55760.0,1900.0,153.0,125.0,,0,0 days 00:00:01.956861973
165,2024-02-29 21:40:23.956223011,17.0,192.168.1.46,239.255.255.250,62855.0,1900.0,153.0,125.0,,0,0 days 00:00:00.091452122
170,2024-02-29 21:40:25.865176916,17.0,192.168.1.231,239.255.255.250,55760.0,1900.0,153.0,125.0,,0,0 days 00:00:01.908953905
171,2024-02-29 21:40:26.004100084,17.0,192.168.1.46,239.255.255.250,62855.0,1900.0,153.0,125.0,,0,0 days 00:00:00.138923168
176,2024-02-29 21:40:27.865672112,17.0,192.168.1.231,239.255.255.250,55760.0,1900.0,153.0,125.0,,0,0 days 00:00:01.861572028
177,2024-02-29 21:40:28.051784039,17.0,192.168.1.46,239.255.255.250,62855.0,1900.0,153.0,125.0,,0,0 days 00:00:00.186111927
184,2024-02-29 21:40:29.866511106,17.0,192.168.1.231,239.255.255.250,55760.0,1900.0,153.0,125.0,,0,0 days 00:00:01.814727067
185,2024-02-29 21:40:29.897978067,17.0,192.168.1.46,239.255.255.250,62855.0,1900.0,153.0,125.0,,0,0 days 00:00:00.031466961
190,2024-02-29 21:40:31.866637945,17.0,192.168.1.231,239.255.255.250,55760.0,1900.0,153.0,125.0,,0,0 days 00:00:01.968659878
191,2024-02-29 21:40:31.946333885,17.0,192.168.1.46,239.255.255.250,62855.0,1900.0,153.0,125.0,,0,0 days 00:00:00.079695940
196,2024-02-29 21:40:33.867928028,17.0,192.168.1.231,239.255.255.250,55760.0,1900.0,153.0,125.0,,0,0 days 00:00:01.921594143
197,2024-02-29 21:40:33.993913889,17.0,192.168.1.46,239.255.255.250,62855.0,1900.0,153.0,125.0,,0,0 days 00:00:00.125985861
204,2024-02-29 21:40:35.868623972,17.0,192.168.1.231,239.255.255.250,55760.0,1900.0,153.0,125.0,,0,0 days 00:00:01.874710083
205,2024-02-29 21:40:36.041532993,17.0,192.168.1.46,239.255.255.250,62855.0,1900.0,153.0,125.0,,0,0 days 00:00:00.172909021
208,2024-02-29 21:40:37.869672060,17.0,192.168.1.231,239.255.255.250,55760.0,1900.0,153.0,125.0,,0,0 days 00:00:01.828139067
211,2024-02-29 21:40:37.883629084,17.0,192.168.1.46,239.255.255.250,62855.0,1900.0,153.0,125.0,,0,0 days 00:00:00.013957024
220,2024-02-29 21:40:39.870846987,17.0,192.168.1.231,239.255.255.250,55760.0,1900.0,153.0,125.0,,0,0 days 00:00:01.987217903
223,2024-02-29 21:40:39.931138039,17.0,192.168.1.46,239.255.255.250,62855.0,1900.0,153.0,125.0,,0,0 days 00:00:00.060291052
224,2024-02-29 21:40:41.871583939,17.0,192.168.1.231,239.255.255.250,55760.0,1900.0,153.0,125.0,,0,0 days 00:00:01.940445900
225,2024-02-29 21:40:41.978110075,17.0,192.168.1.46,239.255.255.250,62855.0,1900.0,153.0,125.0,,0,0 days 00:00:00.106526136
242,2024-02-29 21:41:42.537591934,17.0,192.168.1.231,239.255.255.250,50002.0,1900.0,199.0,171.0,,0,0 days 00:01:00.559481859
243,2024-02-29 21:41:42.601964951,17.0,192.168.1.46,239.255.255.250,50412.0,1900.0,199.0,171.0,,0,0 days 00:00:00.064373017
244,2024-02-29 21:41:43.538907051,17.0,192.168.1.231,239.255.255.250,50002.0,1900.0,199.0,171.0,,0,0 days 00:00:00.936942100
245,2024-02-29 21:41:43.625884056,17.0,192.168.1.46,239.255.255.250,50412.0,1900.0,199.0,171.0,,0,0 days 00:00:00.086977005
250,2024-02-29 21:41:44.543154001,17.0,192.168.1.231,239.255.255.250,50002.0,1900.0,199.0,171.0,,0,0 days 00:00:00.917269945
251,2024-02-29 21:41:44.650207996,17.0,192.168.1.46,239.255.255.250,50412.0,1900.0,199.0,171.0,,0,0 days 00:00:00.107053995
254,2024-02-29 21:41:45.547493935,17.0,192.168.1.231,239.255.255.250,50002.0,1900.0,199.0,171.0,,0,0 days 00:00:00.897285939
255,2024-02-29 21:41:45.673876047,17.0,192.168.1.46,239.255.255.250,50412.0,1900.0,199.0,171.0,,0,0 days 00:00:00.126382112
307,2024-02-29 21:42:41.872117043,17.0,192.168.1.231,239.255.255.250,55760.0,1900.0,153.0,125.0,,0,0 days 00:00:56.198240996
308,2024-02-29 21:42:41.993518114,17.0,192.168.1.46,239.255.255.250,62855.0,1900.0,153.0,125.0,,0,0 days 00:00:00.121401071
337,2024-02-29 21:43:42.540075064,17.0,192.168.1.231,239.255.255.250,56590.0,1900.0,199.0,171.0,,0,0 days 00:01:00.546556950
338,2024-02-29 21:43:42.716418982,17.0,192.168.1.46,239.255.255.250,53771.0,1900.0,199.0,171.0,,0,0 days 00:00:00.176343918
339,2024-02-29 21:43:43.544646978,17.0,192.168.1.231,239.255.255.250,56590.0,1900.0,199.0,171.0,,0,0 days 00:00:00.828227996
340,2024-02-29 21:43:43.740659952,17.0,192.168.1.46,239.255.255.250,53771.0,1900.0,199.0,171.0,,0,0 days 00:00:00.196012974
341,2024-02-29 21:43:44.548202991,17.0,192.168.1.231,239.255.255.250,56590.0,1900.0,199.0,171.0,,0,0 days 00:00:00.807543039
345,2024-02-29 21:43:44.764746904,17.0,192.168.1.46,239.255.255.250,53771.0,1900.0,199.0,171.0,,0,0 days 00:00:00.216543913
348,2024-02-29 21:43:45.550291061,17.0,192.168.1.231,239.255.255.250,56590.0,1900.0,199.0,171.0,,0,0 days 00:00:00.785544157
349,2024-02-29 21:43:45.581491947,17.0,192.168.1.46,239.255.255.250,53771.0,1900.0,199.0,171.0,,0,0 days 00:00:00.031200886
456,2024-02-29 21:44:41.871448994,17.0,192.168.1.231,239.255.255.250,55760.0,1900.0,153.0,125.0,,0,0 days 00:00:56.289957047
461,2024-02-29 21:44:42.003097057,17.0,192.168.1.46,239.255.255.250,62855.0,1900.0,153.0,125.0,,0,0 days 00:00:00.131648063
481,2024-02-29 21:45:42.542707920,17.0,192.168.1.231,239.255.255.250,59351.0,1900.0,199.0,171.0,,0,0 days 00:01:00.539610863
482,2024-02-29 21:45:42.623997927,17.0,192.168.1.46,239.255.255.250,50263.0,1900.0,199.0,171.0,,0,0 days 00:00:00.081290007
485,2024-02-29 21:45:43.544431925,17.0,192.168.1.231,239.255.255.250,59351.0,1900.0,199.0,171.0,,0,0 days 00:00:00.920433998
486,2024-02-29 21:45:43.647516966,17.0,192.168.1.46,239.255.255.250,50263.0,1900.0,199.0,171.0,,0,0 days 00:00:00.103085041
487,2024-02-29 21:45:44.547321081,17.0,192.168.1.231,239.255.255.250,59351.0,1900.0,199.0,171.0,,0,0 days 00:00:00.899804115
489,2024-02-29 21:45:44.672203064,17.0,192.168.1.46,239.255.255.250,50263.0,1900.0,199.0,171.0,,0,0 days 00:00:00.124881983
490,2024-02-29 21:45:45.552360058,17.0,192.168.1.231,239.255.255.250,59351.0,1900.0,199.0,171.0,,0,0 days 00:00:00.880156994
491,2024-02-29 21:45:45.695518017,17.0,192.168.1.46,239.255.255.250,50263.0,1900.0,199.0,171.0,,0,0 days 00:00:00.143157959
515,2024-02-29 21:46:41.870790958,17.0,192.168.1.231,239.255.255.250,55760.0,1900.0,153.0,125.0,,0,0 days 00:00:56.175272941
516,2024-02-29 21:46:41.912873983,17.0,192.168.1.46,239.255.255.250,62855.0,1900.0,153.0,125.0,,0,0 days 00:00:00.042083025
543,2024-02-29 21:47:42.545671940,17.0,192.168.1.231,239.255.255.250,57555.0,1900.0,199.0,171.0,,0,0 days 00:01:00.632797957
544,2024-02-29 21:47:42.738332987,17.0,192.168.1.46,239.255.255.250,57371.0,1900.0,199.0,171.0,,0,0 days 00:00:00.192661047
547,2024-02-29 21:47:43.548269033,17.0,192.168.1.231,239.255.255.250,57555.0,1900.0,199.0,171.0,,0,0 days 00:00:00.809936046
548,2024-02-29 21:47:44.553320885,17.0,192.168.1.231,239.255.255.250,57555.0,1900.0,199.0,171.0,,0,0 days 00:00:01.005051852
549,2024-02-29 21:47:44.581626892,17.0,192.168.1.46,239.255.255.250,57371.0,1900.0,199.0,171.0,,0,0 days 00:00:00.028306007
551,2024-02-29 21:47:45.556830883,17.0,192.168.1.231,239.255.255.250,57555.0,1900.0,199.0,171.0,,0,0 days 00:00:00.975203991
552,2024-02-29 21:47:45.605643034,17.0,192.168.1.46,239.255.255.250,57371.0,1900.0,199.0,171.0,,0,0 days 00:00:00.048812151
574,2024-02-29 21:48:41.871212006,17.0,192.168.1.231,239.255.255.250,55760.0,1900.0,153.0,125.0,,0,0 days 00:00:56.265568972
575,2024-02-29 21:48:42.027744055,17.0,192.168.1.46,239.255.255.250,62855.0,1900.0,153.0,125.0,,0,0 days 00:00:00.156532049
595,2024-02-29 21:49:42.543726921,17.0,192.168.1.231,239.255.255.250,63868.0,1900.0,199.0,171.0,,0,0 days 00:01:00.515982866
596,2024-02-29 21:49:42.751087904,17.0,192.168.1.46,239.255.255.250,53864.0,1900.0,199.0,171.0,,0,0 days 00:00:00.207360983
597,2024-02-29 21:49:43.547873020,17.0,192.168.1.231,239.255.255.250,63868.0,1900.0,199.0,171.0,,0,0 days 00:00:00.796785116
598,2024-02-29 21:49:43.569981098,17.0,192.168.1.46,239.255.255.250,53864.0,1900.0,199.0,171.0,,0,0 days 00:00:00.022108078
599,2024-02-29 21:49:44.552501917,17.0,192.168.1.231,239.255.255.250,63868.0,1900.0,199.0,171.0,,0,0 days 00:00:00.982520819
600,2024-02-29 21:49:44.594108105,17.0,192.168.1.46,239.255.255.250,53864.0,1900.0,199.0,171.0,,0,0 days 00:00:00.041606188
601,2024-02-29 21:49:45.565829992,17.0,192.168.1.231,239.255.255.250,63868.0,1900.0,199.0,171.0,,0,0 days 00:00:00.971721887
602,2024-02-29 21:49:45.618086100,17.0,192.168.1.46,239.255.255.250,53864.0,1900.0,199.0,171.0,,0,0 days 00:00:00.052256108
562,2024-02-29 21:48:28.001838923,17.0,0.0.0.0,255.255.255.255,68.0,67.0,328.0,300.0,,0,
565,2024-02-29 21:48:31.685902119,17.0,0.0.0.0,255.255.255.255,68.0,67.0,328.0,300.0,,0,0 days 00:00:03.684063196
566,2024-02-29 21:48:31.686371088,17.0,0.0.0.0,255.255.255.255,68.0,67.0,328.0,300.0,,0,0 days 00:00:00.000468969
199,2024-02-29 21:40:34.564249992,58.0,2603:8000:b9f0:30a0::1,2603:8000:b9f0:30a0:840f:90c3:d6d2:3b95,,,24.0,,,0,
